gene_names,pg_n1,pg_n1.1,pg_n1.2,pnl_n1,pnl_n1.1,pnl_n1.2,pg_n1n2,pg_n1n2.1,pg_n1n2.2,pnl_n1n2,pnl_n1n2.1,pnl_n1n2.2,pg_full,pg_full.1,pg_full.2,pnl_full,pnl_full.1,pnl_full.2,n1_size,n2_size,gene_ind,gene_name
ENSG00000237491.8,0.8505416490396075,0.9468326450292252,0.2823550054341977,0.8307559556256472,0.9897055208529512,0.2680909983093129,0.6502044102092377,0.768643476969848,0.6599056778260264,0.6570105299480308,0.7102853598164356,0.6439186310405198,0.9396211181664852,0.5537426216488222,0.5927472476073528,0.9303213798808382,0.5349725841320538,0.5815801714296442,40000.0,138162.0,21.0,RP11-206L10.9
ENSG00000188290.10,0.42262507684468587,0.9586890671996712,0.5079764618147274,0.4842958843385994,0.9690986816678036,0.5117665031142277,0.17123583882594176,0.17652219086195473,0.08644678088735505,0.32036529756628235,0.2998528281882492,0.14925183087642474,0.707622073217367,0.2817586121882751,0.2652246420421447,0.7267948386107286,0.4791822433009397,0.5449855690608063,40000.0,138162.0,31.0,HES4
ENSG00000186891.13,0.577209887678353,0.19837927001550293,0.9018409378828428,0.5764971576507183,0.2104420456823363,0.9244425078838996,0.6029358223052654,0.8215254532656713,0.8820847861166898,0.6439248315231834,0.8387111381407851,0.9437390950131486,0.3312707814722511,0.2758042931993844,0.35026140454561505,0.32339208697411825,0.26142338888998884,0.3913463696955437,40000.0,138162.0,37.0,TNFRSF18
ENSG00000176022.4,0.8499036054222084,0.8348330418601344,0.5182502546720247,0.6948634683882462,0.8327549166718741,0.5828552250225256,0.6918982021444793,0.5662111963458436,0.28015815208233164,0.696510962232216,0.5937291393538691,0.2597352597063584,0.1322975530859039,0.8285789458051919,0.398406669946638,0.16866394873712906,0.8015802468657591,0.5498640305296626,40000.0,138162.0,40.0,B3GALT6
ENSG00000224870.6,0.4016811874077864,0.7884270304617607,0.9948774654380356,0.4255840926919485,0.8277577537961608,0.8356128157384002,0.26120952502728273,0.6295235232674916,0.4289362733699442,0.22443694322505686,0.4794662188965236,0.628822805180091,0.7642596208669238,0.2977145107671404,0.08388241186484903,0.7757400693911645,0.2974663271189429,0.07300821772604535,40000.0,138162.0,56.0,RP4-758J18.2
ENSG00000197530.12,0.947381371136614,0.14056719923196032,0.9879478908620792,0.8897265160200444,0.13105279167869624,0.8673244437855377,0.6868937395064096,0.24444366559942726,0.5016217196711048,0.6259723360379712,0.22454551450304447,0.8056927328815513,0.8044086886179539,0.4125975820796381,0.4418956491405812,0.8988112650627369,0.5579997291934604,0.2297246208782317,40000.0,138162.0,69.0,MIB2
ENSG00000248333.8,0.5314546874285689,0.4705494989132082,0.9841428871794298,0.9892367402656238,0.6519587562898976,0.9262206242327624,0.21047677535927672,0.1238271868236164,0.4433945690612765,0.14161499329303415,0.26139538726250783,0.8499535287533928,0.21637653881856864,0.1502409565434013,0.2280209917077261,0.4850713406273689,0.4740192436986029,0.25795842791267665,40000.0,138162.0,71.0,CDK11B
ENSG00000269737.2,0.3472232507594645,0.7958906172731923,0.6879847440128772,0.9999999757643194,0.8302713008544002,0.47844962895499105,0.6322557278711742,0.8287471243745596,0.8551395595072125,0.77551662647004,0.6695279261291771,0.9462935146754068,0.25986175581666865,0.21132403766338154,0.5700936846792971,0.2527981311095329,0.20414808909516574,0.99999994781181,40000.0,138162.0,72.0,RP11-345P4.6
ENSG00000189339.11,0.5833663215947381,0.06163857928763272,0.4802826719636213,0.8629123393591616,0.05546431145951145,0.26242557936063365,0.04367725972703505,0.2408800555771997,0.12611036254398733,0.3502582138360719,0.44976596969411786,0.4385999561974124,0.0862646180388712,0.3624741741471996,0.44021781902028256,0.21337640223521667,0.5346813571873306,0.7563561160040797,40000.0,138162.0,73.0,SLC35E2B
ENSG00000008128.22,0.8031393179970333,0.4595405175557118,0.8979054092408094,0.6711256146120066,0.28800517677920834,0.863024958418473,0.9880147596288416,0.8269521740640091,0.20684591818972065,0.9935817137829523,0.9016357394083638,0.2606884080259824,0.3115732898147545,0.29464408879184323,0.6284939585445559,0.4166960317650944,0.19937449788662595,0.6595415572187835,40000.0,138162.0,75.0,CDK11A
