gene_names,pg_n1,pg_n1n2,pg_n1Andn1n2,pg_full,pnl_n1,pnl_n1n2,pnl_n1Andn1n2,pnl_full,n1_size,n2_size,gene_ind,gene_name
ENSG00000237491.8,0.2501655867379555,0.9623743910585878,0.9162103478457813,0.6913736962765761,0.2394076406716354,0.6849788293103117,0.4353191915419915,0.9152641969974569,60000.0,118162.0,21.0,RP11-206L10.9
ENSG00000188290.10,0.7516919725390483,0.021807595599363294,0.04660296902598082,0.04962065756185846,0.25298116394484965,0.22631209878523512,0.23904975415881208,0.5363187655922743,60000.0,118162.0,31.0,HES4
ENSG00000186891.13,0.052156286625610615,0.37283891172084255,0.09542325000768298,0.23750775897095266,0.058516332556372175,0.4739738080498225,0.111761689141193,0.2900563914715915,60000.0,118162.0,37.0,TNFRSF18
ENSG00000176022.4,0.907701723798082,0.011668881458349267,0.02655852742247533,0.03440576527610584,0.8534201465567801,0.020760176885866344,0.04752741164208285,0.04618512417301279,60000.0,118162.0,40.0,B3GALT6
ENSG00000224870.6,0.9487520532411933,0.6995499204566156,0.9099721557560654,0.47191589636919046,0.505552856630974,0.9993551777797418,0.9987104064291428,0.8197141997085496,60000.0,118162.0,56.0,RP4-758J18.2
ENSG00000197530.12,0.5638096201710973,0.07505924077033338,0.14890936130692184,0.7156681976086575,0.5826688221310728,0.0762061112469728,0.15314597882769132,0.4121355411651931,60000.0,118162.0,69.0,MIB2
ENSG00000248333.8,0.34418437747854963,0.33468257839755794,0.33939432504661593,0.3744381292046144,0.40494248450802883,0.47209408101970474,0.43782041072340555,0.8751182736495304,60000.0,118162.0,71.0,CDK11B
ENSG00000269737.2,0.4691891893902263,0.14855358701124705,0.24361006835690685,0.9711737354893422,0.48332742665838435,0.13892726466167332,0.23512352811231174,0.9205943373784432,60000.0,118162.0,72.0,RP11-345P4.6
ENSG00000189339.11,0.4010027957011463,0.4361414503637443,0.4183179751061814,0.4321037707184294,0.6870312468154688,0.40837350172622205,0.5582250484191766,0.4430626949964812,60000.0,118162.0,73.0,SLC35E2B
ENSG00000008128.22,0.44869278313831323,0.8997670403763065,0.8082016000052152,0.7595317045670953,0.5286727641012913,0.9496270588375145,0.9029696680767676,0.7391985861283699,60000.0,118162.0,75.0,CDK11A
ENSG00000227775.3,0.8668554667663784,0.46897464672628775,0.7616365496127282,0.613037895116877,0.9391653476813301,0.528532340312283,0.8843109737809889,0.5967246303875956,60000.0,118162.0,76.0,RP1-283E3.4
ENSG00000215790.6,0.07935444482677578,0.014201621387610885,0.024135302389199365,0.7657897365793429,0.19560214064401432,0.028757931064602282,0.05067848514986101,0.32083736717656075,60000.0,118162.0,77.0,SLC35E2
ENSG00000231050.1,0.27928402176272205,0.21989478607676077,0.2467959632832269,0.18335221926196177,0.7310522663795298,0.1495320494002167,0.3421167113610215,0.8322259863443593,60000.0,118162.0,80.0,RP1-140A9.1
ENSG00000067606.16,0.22547708670335015,0.7509017994385706,0.474333153823542,0.7935425319404817,0.3392839302594014,0.7638410007311027,0.5836885381034347,0.7980376430558773,60000.0,118162.0,84.0,PRKCZ
ENSG00000116151.13,0.8287409117577762,0.9317513476980521,0.9016843039985943,0.6896031166603743,0.7262038188248892,0.9101935551472409,0.8617191972311253,0.707724326443494,60000.0,118162.0,91.0,MORN1
ENSG00000149527.17,0.7733646129922557,0.47224539488293754,0.6565350414603711,0.20924990476994038,0.6728411794794833,0.49476544222810925,0.5908813896960186,0.21452033273848176,60000.0,118162.0,94.0,PLCH2
ENSG00000238164.6,0.4122796260345728,0.8868981927706227,0.7796474654779064,0.8781220052110212,0.43672601775459047,0.5874111025450918,0.5127711138047798,0.6929465721111406,60000.0,118162.0,100.0,RP3-395M20.8
ENSG00000228037.1,0.7377778960981549,0.4182084046218258,0.6019261889675931,0.697158000819958,0.7435751869439085,0.432318894223523,0.6134370671143495,0.8019872452597452,60000.0,118162.0,102.0,RP3-395M20.9
